24497	5375.7	65503	-2590.3	19680	12590
-14944	-27087	-25056	-320.13	2590.3	-19680
-21773	3392.7	-62254	-19661	19661	-41061
-24497	-5375.7	-65503	2590.3	-19680	-12590
14944	-52913	25056	320.13	-12590	19680
-67893	99912	-88080	18381	41061	-37659
