0.32855	-0.14641	-0.58214	-0.91068
-3.3222e-17	1.9928e-19	8.4182e-34	-4.4091e-18
0	0	0	0
-0.32855	0.14641	0.58214	0.91068
3.3222e-17	-1.9928e-19	-8.4182e-34	4.4091e-18
0	0	0	0
